Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading name,Business address,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Seating type,Number of seats,Longitude,Latitude,location
2023,34,102133,102133,360 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Earl Canteen 360 Collins,"Shop 4, 360 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,24,144.962184429,-37.81615528,"-37.81615528, 144.962184429"
2023,34,102133,102133,360 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Sushi & Nori Melbourne,"Shop 6, 360 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,62,144.962184429,-37.81615528,"-37.81615528, 144.962184429"
2023,34,102133,102133,360 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Code Black,"Shop 8A, 360 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,32,144.962184429,-37.81615528,"-37.81615528, 144.962184429"
2023,34,102135,102135,344-350 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Little Ramen Bar,369 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,8,144.96268901,-37.81601764,"-37.81601764, 144.96268901"
2023,34,103176,103176,97-103 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Disciples of Epicurus,16 Equitable Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,22,144.963497917,-37.81592157,"-37.81592157, 144.963497917"
2023,34,105929,105929,335-349 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Seedling Cafe,349 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,10,144.963293833,-37.81554941,"-37.81554941, 144.963293833"
2023,34,105929,105929,335-349 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Seedling Cafe,349 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.963293833,-37.81554941,"-37.81554941, 144.963293833"
2023,34,105930,105930,377-379 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Pentolina,10 Collins Way MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,55,144.962439168,-37.81585501,"-37.81585501, 144.962439168"
2023,34,110670,110670,363-367 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Da Guido 365,"Unit 1, Ground 365 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,16,144.962811579,-37.81581721,"-37.81581721, 144.962811579"
2023,35,101098,101098,28-32 Block Place MELBOURNE VIC 3000,Melbourne (CBD),Vespa rossa,30 Block Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,14,144.964466158,-37.81529155,"-37.81529155, 144.964466158"
2023,35,102141,102141,280-292 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Barbarella Gelato & Wine,"Shop 22A, Block Arcade MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,35,144.964428361,-37.81561893,"-37.81561893, 144.964428361"
2023,35,102141,102141,280-292 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Le Petit Chateau,"Shop 9-10, Block Arcade MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,25,144.964428361,-37.81561893,"-37.81561893, 144.964428361"
2023,35,102143,102143,258-274 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Caffe e Torta Espresso Bar,Kiosk 2-KG01 Ground 260 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,12,144.964899879,-37.81536587,"-37.81536587, 144.964899879"
2023,35,103322,103322,92-94 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Art Masterclass Master Cafe,Shop Ground 94 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,6,144.964173256,-37.81573222,"-37.81573222, 144.964173256"
2023,35,103322,103322,92-94 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Art Masterclass Master Cafe,Shop Ground 94 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,37,144.964173256,-37.81573222,"-37.81573222, 144.964173256"
2023,35,105928,105928,317-321 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Little Collins Melbourne,41-43 Block Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,144.964225445,-37.81528948,"-37.81528948, 144.964225445"
2023,35,105928,105928,317-321 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Cafe Brown Sugar,25 Block Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,30,144.964225445,-37.81528948,"-37.81528948, 144.964225445"
2023,35,109268,109268,Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Kim Sing Restaurant,"Shop 6A, 115 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,32,144.965777374,-37.81507697,"-37.81507697, 144.965777374"
2023,35,109268,109268,Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Momo station,"Shop 12, 115 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,34,144.965777374,-37.81507697,"-37.81507697, 144.965777374"
2023,35,109268,109268,Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Momo station,"Shop 12, 115 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,18,144.965777374,-37.81507697,"-37.81507697, 144.965777374"
2023,35,109268,109268,Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Thai Viet,"Shop 4, 115 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,8,144.965777374,-37.81507697,"-37.81507697, 144.965777374"
2023,36,102148,102148,184-192 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Bistrot D'Orsay,184 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.967277785,-37.81485585,"-37.81485585, 144.967277785"
2023,36,102149,102149,Clyde House 182 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Teppanyaki Inn,"Rear Shop 2, Ground 182 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,70,144.967453743,-37.81479918,"-37.81479918, 144.967453743"
2023,36,102152,102152,162-168 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Meatmaiden,"Shop 11, Basement 195 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,100,144.967847569,-37.81450301,"-37.81450301, 144.967847569"
2023,37,709872,102161,74-84 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Yakimono,3 Benson Walk MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,252,144.970722631,-37.81360963,"-37.81360963, 144.970722631"
2023,37,709872,102161,74-84 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Yakimono,3 Benson Walk MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,87,144.970722631,-37.81360963,"-37.81360963, 144.970722631"
2023,37,105915,105915,121-127 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Harry's At Stamford,Part Ground 121-127 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,8,144.969767589,-37.8136886,"-37.8136886, 144.969767589"
2023,38,102167,102167,30-34 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),St Ali Canteen,Part Ground 30 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,14,144.972472416,-37.81346244,"-37.81346244, 144.972472416"
2023,38,105912,105912,39-41 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Lupino,Ground 41 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,144.972393245,-37.81279876,"-37.81279876, 144.972393245"
2023,38,105912,105912,39-41 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Lupino,Ground 41 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.972393245,-37.81279876,"-37.81279876, 144.972393245"
2023,38,105913,105913,57-67 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Raya Food Concept,"Shop 2-3, 61 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,20,144.971695319,-37.81309819,"-37.81309819, 144.971695319"
2023,38,105913,105913,57-67 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Rare Steakhouse,"Shop 6, 61 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,110,144.971695319,-37.81309819,"-37.81309819, 144.971695319"
2023,38,108272,108272,22 Ridgway Place MELBOURNE VIC 3000,Melbourne (CBD),Liaison,Ground 22 Ridgway Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,22,144.972488639,-37.81292259,"-37.81292259, 144.972488639"
2023,38,108272,108272,22 Ridgway Place MELBOURNE VIC 3000,Melbourne (CBD),Liaison,Ground 22 Ridgway Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,10,144.972488639,-37.81292259,"-37.81292259, 144.972488639"
2023,38,108982,108982,93-101 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Coffee Exchange,9-11 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,144.973183634,-37.81260039,"-37.81260039, 144.973183634"
2023,41,101159,101159,607-619 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Spin Coffee,Part Ground 607 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,25,144.955552875,-37.81677365,"-37.81677365, 144.955552875"
2023,42,110095,101155,St James 555 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Zuppa,510 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,30,144.957813229,-37.81636534,"-37.81636534, 144.957813229"
2023,42,110095,101155,St James 555 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Simply Spanish,"Shop 10, 555 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,50,144.957813229,-37.81636534,"-37.81636534, 144.957813229"
2023,42,110095,101155,St James 555 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Simply Spanish,"Shop 10, 555 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,35,144.957813229,-37.81636534,"-37.81636534, 144.957813229"
2023,42,101157,101157,561-571 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Axil Coffee Roasters,Rear Ground 565 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,75,144.957017959,-37.81647428,"-37.81647428, 144.957017959"
2023,42,101158,101158,573-585 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Coffee Logic,Part Ground 575 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,24,144.956668799,-37.81651427,"-37.81651427, 144.956668799"
2023,42,105949,105949,538-542 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Aroma Restaurant,"Shop 2-3, 540 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.956773994,-37.81695942,"-37.81695942, 144.956773994"
2023,42,105949,105949,538-542 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Fiord,"Rear Shop 8 & Shop 11, 540 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.956773994,-37.81695942,"-37.81695942, 144.956773994"
2023,42,105950,105950,520-536 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Origins Cafe Shop Pty Ltd,"Shop 7, 530 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,8,144.957088037,-37.81686865,"-37.81686865, 144.957088037"
2023,42,105950,105950,520-536 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Origins Cafe Shop Pty Ltd,"Shop 7, 530 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.957088037,-37.81686865,"-37.81686865, 144.957088037"
2023,43,101152,101152,457-471 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafe Felice,Part Ground 461 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,40,144.960188611,-37.81547268,"-37.81547268, 144.960188611"
2023,43,105953,105953,430-436 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),LE SHOPPE,"Suite 8, Ground 430 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,15,144.960110088,-37.81596878,"-37.81596878, 144.960110088"
2023,43,108068,108068,111-129 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Lanai Restaurant & Bar,Part Level 1 113 Queen Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.960636631,-37.81581152,"-37.81581152, 144.960636631"
2023,44,105956,105956,Excelsior 384-390 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),In A Rush Espresso,Ground 384 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.961741103,-37.81560573,"-37.81560573, 144.961741103"
2023,44,105958,105958,378-380 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Oriental Tea House,378-380 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.962020651,-37.81551671,"-37.81551671, 144.962020651"
2023,44,105958,105958,378-380 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Oriental Tea House,378-380 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,120,144.962020651,-37.81551671,"-37.81551671, 144.962020651"
2023,44,105959,105959,358-360 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),TRATTORIA EMILIA,Part Ground & Rear 360 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,70,144.962638849,-37.81528248,"-37.81528248, 144.962638849"
2023,45,101144,101144,Royal Arcade 331-339 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Caffe E Torta,314 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,24,144.964048991,-37.81458812,"-37.81458812, 144.964048991"
2023,45,105960,105960,The Hub Arcade 318-322 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Gourmet Curry Hut,"Shop 3-4, 318-322 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,28,144.964012089,-37.81488175,"-37.81488175, 144.964012089"
2023,45,105961,105961,304-306 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Laurent Boulangerie Patisserie,"Bmt, Gnd & Mezz 306 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,30,144.964348594,-37.81473293,"-37.81473293, 144.964348594"
2023,45,109273,109273,139-141 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Gopal's Vegetarian Restaurant,Level 1-2 139-141 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.965735062,-37.8144111,"-37.8144111, 144.965735062"
2023,45,109279,109279,157-159 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Rozzi's,157 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,187,144.965582764,-37.81407743,"-37.81407743, 144.965582764"
2023,46,101137,101137,235-251 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Ikkai,"Shop 19, 239 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,8,144.966597773,-37.81376503,"-37.81376503, 144.966597773"
2023,46,101137,101137,235-251 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Salero Kito Padang Melbourne,"Shop 18, 239 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,25,144.966597773,-37.81376503,"-37.81376503, 144.966597773"
2023,46,105964,105964,188-194 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Marameo,6 Russell Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,65,144.967580651,-37.81390779,"-37.81390779, 144.967580651"
2023,46,105965,105965,166-186 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Il Bacaro Cucina E Bar,168-170 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,45,144.967859887,-37.81376794,"-37.81376794, 144.967859887"
2023,46,111394,111394,UB1 Little Hero Apartments 16-30 Russell Place MELBOURNE VIC 3000,Melbourne (CBD),Neapoli Wine Bar,30 Russell Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,35,144.967427538,-37.81355434,"-37.81355434, 144.967427538"
2023,47,101121,101121,147-149 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Dohtonbori,147-149 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,24,144.968972102,-37.81280568,"-37.81280568, 144.968972102"
2023,47,101126,101126,173-175 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Straight Outta Saigon,Ground 138-144 Russell Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,47,144.968416792,-37.81298798,"-37.81298798, 144.968416792"
2023,47,102197,102197,20-26 Coromandel Place MELBOURNE VIC 3000,Melbourne (CBD),Oli & Levi,20 Coromandel Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,15,144.969254313,-37.81302823,"-37.81302823, 144.969254313"
2023,47,602997,103597,SX121 121 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Sushi-Ya,"Shop E3, 12 Southern Cross Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,56,144.970109239,-37.81281454,"-37.81281454, 144.970109239"
2023,47,625840,103597,111-129 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Nashi,"Shop W3, 111 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,31,144.970109239,-37.81281454,"-37.81281454, 144.970109239"
2023,47,625840,103597,111-129 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Nashi,"Shop W3, 111 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,33,144.970109239,-37.81281454,"-37.81281454, 144.970109239"
2023,47,108590,108590,122 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Embla,122 Russell Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.968715411,-37.81342961,"-37.81342961, 144.968715411"
2023,47,108591,108591,Hero Apartments 114-120 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Sezar,6 Melbourne Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.968975254,-37.81350285,"-37.81350285, 144.968975254"
2023,47,108591,108591,Hero Apartments 114-120 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Izakaya Den,"Shop B3, Basement 114 Russell Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,52,144.968975254,-37.81350285,"-37.81350285, 144.968975254"
2023,47,108591,108591,Hero Apartments 114-120 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Postal Hall,116 Russell Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,15,144.968975254,-37.81350285,"-37.81350285, 144.968975254"
2023,48,101110,101110,45-49 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Sempre Melbourne,49 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,16,144.971905282,-37.8119837,"-37.8119837, 144.971905282"
2023,48,101114,101114,65-71 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Magpie Nest Cafe,Ground 69 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.971449934,-37.81227429,"-37.81227429, 144.971449934"
2023,48,105969,105969,34-60 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Soi 38,Shop 34 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.971918949,-37.81246632,"-37.81246632, 144.971918949"
2023,51,105306,105306,189-195 King Street MELBOURNE VIC 3000,Melbourne (CBD),Ssam Korean Bbq,189-191 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,110,144.955081526,-37.81569596,"-37.81569596, 144.955081526"
2023,52,111282,636824,515 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Bourke and Willis,"Tenancy 24, Ground 515 Little Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.957392295,-37.81531863,"-37.81531863, 144.957392295"
2023,52,111282,636824,515 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Slate Restaurant Bar,"Tenancy 9, 515 Little Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,50,144.957392295,-37.81531863,"-37.81531863, 144.957392295"
2023,52,612820,636824,CGU Tower 181 William Street MELBOURNE VIC 3000,Melbourne (CBD),Roll'D Vietnamese Kitchen,"Tenancy 10, Ground 181 William Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,30,144.957392295,-37.81531863,"-37.81531863, 144.957392295"
